
2,1,1
1,1,1
6,3,1
2,3,1
6,4,1
2,4,1
31,5,1
22,5,1
13,5,1
30,5,1
21,5,1
12,5,1
38,5,1
29,5,1
20,5,1
11,5,1
37,5,1
28,5,1
19,5,1
10,5,1
36,5,1
27,5,1
18,5,1
9,5,1
35,5,1
26,5,1
17,5,1
8,5,1
34,5,1
25,5,1
16,5,1
7,5,1
33,5,1
24,5,1
15,5,1
6,5,1
32,5,1
23,5,1
14,5,1
5,5,1
31,11,1
22,11,1
13,11,1
30,11,1
21,11,1
12,11,1
38,11,1
29,11,1
20,11,1
11,11,1
37,11,1
28,11,1
19,11,1
10,11,1
36,11,1
27,11,1
18,11,1
9,11,1
35,11,1
26,11,1
17,11,1
8,11,1
34,11,1
25,11,1
16,11,1
7,11,1
33,11,1
24,11,1
15,11,1
6,11,1
32,11,1
23,11,1
14,11,1
5,11,1
38,13,1
29,13,1
20,13,1
11,13,1
34,13,1
25,13,1
16,13,1
7,13,1
31,14,1
22,14,1
13,14,1
30,14,1
21,14,1
12,14,1
38,14,1
29,14,1
20,14,1
11,14,1
37,14,1
28,14,1
19,14,1
10,14,1
36,14,1
27,14,1
18,14,1
9,14,1
35,14,1
26,14,1
17,14,1
8,14,1
34,14,1
25,14,1
16,14,1
7,14,1
33,14,1
24,14,1
15,14,1
6,14,1
32,14,1
23,14,1
14,14,1
5,14,1
31,15,1
22,15,1
13,15,1
30,15,1
21,15,1
12,15,1
38,15,1
29,15,1
20,15,1
11,15,1
37,15,1
28,15,1
19,15,1
10,15,1
36,15,1
27,15,1
18,15,1
9,15,1
35,15,1
26,15,1
17,15,1
8,15,1
34,15,1
25,15,1
16,15,1
7,15,1
33,15,1
24,15,1
15,15,1
6,15,1
32,15,1
23,15,1
14,15,1
5,15,1
38,21,1
29,21,1
20,21,1
11,21,1
36,21,1
27,21,1
18,21,1
9,21,1
33,21,1
24,21,1
15,21,1
6,21,1
32,21,1
23,21,1
14,21,1
5,21,1
35,25,1
26,25,1
17,25,1
8,25,1
31,26,1
22,26,1
13,26,1
30,26,1
21,26,1
12,26,1
38,26,1
29,26,1
20,26,1
11,26,1
37,26,1
28,26,1
19,26,1
10,26,1
36,26,1
27,26,1
18,26,1
9,26,1
35,26,1
26,26,1
17,26,1
8,26,1
34,26,1
25,26,1
16,26,1
7,26,1
33,26,1
24,26,1
15,26,1
6,26,1
32,26,1
23,26,1
14,26,1
5,26,1
2,27,1
31,30,1
22,30,1
13,30,1
30,30,1
21,30,1
12,30,1
38,30,1
29,30,1
20,30,1
11,30,1
37,30,1
28,30,1
19,30,1
10,30,1
36,30,1
27,30,1
18,30,1
9,30,1
35,30,1
26,30,1
17,30,1
8,30,1
34,30,1
25,30,1
16,30,1
7,30,1
33,30,1
24,30,1
15,30,1
6,30,1
32,30,1
23,30,1
14,30,1
5,30,1
3,33,1
40,38,1
7,38,1
6,38,1
2,38,1
1,38,1
35,44,1
26,44,1
17,44,1
8,44,1
41,49,1
40,50,1
7,50,1
6,50,1
36,51,1
27,51,1
18,51,1
9,51,1
32,51,1
23,51,1
14,51,1
5,51,1
30,54,1
21,54,1
12,54,1
38,54,1
29,54,1
20,54,1
11,54,1
33,54,1
24,54,1
15,54,1
6,54,1
31,57,1
22,57,1
13,57,1
30,57,1
21,57,1
12,57,1
38,57,1
29,57,1
20,57,1
11,57,1
37,57,1
28,57,1
19,57,1
10,57,1
36,57,1
27,57,1
18,57,1
9,57,1
35,57,1
26,57,1
17,57,1
8,57,1
34,57,1
25,57,1
16,57,1
7,57,1
33,57,1
24,57,1
15,57,1
6,57,1
32,57,1
23,57,1
14,57,1
5,57,1
1,2,1
2,2,1
14,3,1
23,3,1
32,3,1
5,3,1
31,10,1
22,10,1
13,10,1
31,12,1
22,12,1
13,12,1
22,14,1
31,14,1
13,14,1
18,18,1
27,18,1
36,18,1
9,18,1
9,31,1
33,31,1
24,31,1
15,31,1
6,31,1
18,31,1
38,31,1
27,31,1
20,31,1
29,31,1
36,31,1
11,31,1
5,31,1
14,31,1
23,31,1
32,31,1
22,33,1
31,33,1
13,33,1
13,35,1
31,35,1
22,35,1
2,41,1
27,42,1
32,42,1
23,42,1
14,42,1
5,42,1
18,42,1
9,42,1
36,42,1
5,45,1
14,45,1
23,45,1
32,45,1
6,45,1
15,45,1
24,45,1
33,45,1
7,45,1
16,45,1
25,45,1
34,45,1
8,45,1
17,45,1
26,45,1
35,45,1
9,45,1
18,45,1
27,45,1
36,45,1
10,45,1
19,45,1
28,45,1
37,45,1
11,45,1
20,45,1
29,45,1
38,45,1
12,45,1
21,45,1
30,45,1
13,45,1
22,45,1
31,45,1
3,49,1
1,55,1
2,55,1
6,55,1
7,55,1
40,55,1
31,64,1
22,64,1
13,64,1
41,66,1
13,67,1
31,67,1
22,67,1
6,68,1
40,68,1
7,68,1
30,73,1
21,73,1
12,73,1
38,73,1
29,73,1
20,73,1
11,73,1
33,73,1
24,73,1
15,73,1
6,73,1
35,76,1
26,76,1
18,76,1
27,76,1
36,76,1
10,76,1
19,76,1
28,76,1
37,76,1
11,76,1
20,76,1
29,76,1
38,76,1
12,76,1
21,76,1
30,76,1
13,76,1
22,76,1
31,76,1
17,76,1
8,76,1
34,76,1
25,76,1
16,76,1
7,76,1
33,76,1
24,76,1
15,76,1
6,76,1
32,76,1
23,76,1
14,76,1
5,76,1
9,76,1

